% Model,Untitled.mph
% Version,COMSOL 5.5.0.292
% Date,"May 16 2020, 23:08"
% Dimension,3
% Nodes,1
% Expressions,111
% Description,Temperature
% Length unit,mm
% X,Y,Z,T (K) @ t=0,T (K) @ t=1,T (K) @ t=2,T (K) @ t=3,T (K) @ t=4,T (K) @ t=5,T (K) @ t=6,T (K) @ t=7,T (K) @ t=8,T (K) @ t=9,T (K) @ t=10,T (K) @ t=11,T (K) @ t=12,T (K) @ t=13,T (K) @ t=14,T (K) @ t=15,T (K) @ t=16,T (K) @ t=17,T (K) @ t=18,T (K) @ t=19,T (K) @ t=20,T (K) @ t=21,T (K) @ t=22,T (K) @ t=23,T (K) @ t=24,T (K) @ t=25,T (K) @ t=26,T (K) @ t=27,T (K) @ t=28,T (K) @ t=29,T (K) @ t=30,T (K) @ t=31,T (K) @ t=32,T (K) @ t=33,T (K) @ t=34,T (K) @ t=35,T (K) @ t=36,T (K) @ t=37,T (K) @ t=38,T (K) @ t=39,T (K) @ t=40,T (K) @ t=41,T (K) @ t=42,T (K) @ t=43,T (K) @ t=44,T (K) @ t=45,T (K) @ t=46,T (K) @ t=47,T (K) @ t=48,T (K) @ t=49,T (K) @ t=50,T (K) @ t=51,T (K) @ t=52,T (K) @ t=53,T (K) @ t=54,T (K) @ t=55,T (K) @ t=56,T (K) @ t=57,T (K) @ t=58,T (K) @ t=59,T (K) @ t=60,T (K) @ t=61,T (K) @ t=62,T (K) @ t=63,T (K) @ t=64,T (K) @ t=65,T (K) @ t=66,T (K) @ t=67,T (K) @ t=68,T (K) @ t=69,T (K) @ t=70,T (K) @ t=71,T (K) @ t=72,T (K) @ t=73,T (K) @ t=74,T (K) @ t=75,T (K) @ t=76,T (K) @ t=77,T (K) @ t=78,T (K) @ t=79,T (K) @ t=80,T (K) @ t=81,T (K) @ t=82,T (K) @ t=83,T (K) @ t=84,T (K) @ t=85,T (K) @ t=86,T (K) @ t=87,T (K) @ t=88,T (K) @ t=89,T (K) @ t=90,T (K) @ t=91,T (K) @ t=92,T (K) @ t=93,T (K) @ t=94,T (K) @ t=95,T (K) @ t=96,T (K) @ t=97,T (K) @ t=98,T (K) @ t=99,T (K) @ t=100,T (K) @ t=101,T (K) @ t=102,T (K) @ t=103,T (K) @ t=104,T (K) @ t=105,T (K) @ t=106,T (K) @ t=107,T (K) @ t=108,T (K) @ t=109,T (K) @ t=110
1.6036251600212545,3.327045239943231,-1.104755568602775,308.1499999999999,308.14999003102554,308.1500411552313,308.15214620360393,308.1556735968226,308.1666652203069,308.18460279675816,308.21148720740825,308.2383716180583,308.2700490317514,308.31549496961276,308.3609409074741,308.4113671409459,308.46934915495376,308.5273311689616,308.59281189571334,308.6647753933259,308.73673889093845,308.81349068538526,308.8925438985505,308.97159711171577,309.0576782070816,309.1453605079193,309.23304280875703,309.33420331530453,309.4360211888652,309.54101963092677,309.67720338886863,309.8133871468104,309.9495709047522,310.085754662694,310.2219384206358,310.36805138441855,310.53102309247487,310.69399480053124,310.8569665085876,311.019938216644,311.18290992470037,311.30260514190417,311.39887126749016,311.4951373930761,311.5914035186621,311.6876696442481,311.78393576983405,311.88020189542004,311.97646802100604,312.072734146592,312.169000272178,312.265266397764,312.32408364086405,312.3626267517167,312.40116986256936,312.4397129734221,312.47825608427473,312.5167991951275,312.5553423059801,312.59388541683285,312.61268453364363,312.60910926865944,312.60553400367525,312.601958738691,312.5983834737068,312.5948082087226,312.59123294373836,312.5876576787542,312.57573839398395,312.5432690014709,312.51079960895777,312.47833021644465,312.4458608239315,312.41339143141846,312.3809220389053,312.3484526463922,312.3159832538791,312.283513861366,312.25104446885285,312.21528598814047,312.171426961336,312.1275679345315,312.083708907727,312.0398498809225,311.99599085411796,311.9521318273135,311.908272800509,311.8644137737045,311.82055474690003,311.7766957200955,311.7321639145519,311.6859751527774,311.6397863910029,311.5935976292283,311.5474088674538,311.50122010567924,311.45503134390475,311.4088425821302,311.36265382035566,311.3164650585812,311.27027629680657,311.2245620487165,311.18001645885,311.1354708689835,311.090925279117,311.0463796892505,311.001834099384,310.95728850951747,310.91274291965095,310.8681973297845,310.823651739918,310.77910615005146,310.73545108396956,310.6939892485115
